path,split,group_id,class_dir,m1_label,m2_label,m1_class,m2_class
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4008).JPG,train,G021482,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4009).JPG,train,G021483,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4010).JPG,train,G021485,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4011).JPG,train,G021486,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4012).JPG,train,G021487,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4013).JPG,train,G021488,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4014).JPG,train,G021489,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4015).JPG,train,G021490,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4016).JPG,train,G021491,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4018).JPG,train,G021493,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4019).JPG,train,G021494,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (402).JPG,train,G021495,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4020).JPG,train,G021496,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4021).JPG,train,G021497,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4022).JPG,train,G021498,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4023).JPG,train,G021499,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4024).JPG,train,G021500,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4026).JPG,train,G021502,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4027).JPG,train,G021503,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4028).JPG,train,G021504,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4029).JPG,train,G021505,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (403).JPG,train,G021506,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4030).JPG,train,G021507,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4031).JPG,train,G021508,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4033).JPG,train,G021510,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4034).JPG,train,G021511,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4035).JPG,train,G021512,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4036).JPG,train,G021513,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4037).JPG,train,G021514,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4038).JPG,train,G021515,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (404).JPG,train,G021517,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4041).JPG,train,G021519,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4042).JPG,train,G021520,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4043).JPG,train,G021521,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4044).JPG,train,G021522,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4046).JPG,train,G021524,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4048).JPG,train,G021526,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4049).JPG,train,G021527,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (405).JPG,train,G021528,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4050).JPG,train,G021529,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4051).JPG,train,G021530,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4052).JPG,train,G021531,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4053).JPG,train,G021532,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4054).JPG,train,G021533,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4055).JPG,train,G021534,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4056).JPG,train,G021535,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4057).JPG,train,G021536,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4059).JPG,train,G021538,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (406).JPG,train,G021539,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4060).JPG,train,G021540,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4061).JPG,train,G021541,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4062).JPG,train,G021542,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4063).JPG,train,G021543,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4065).JPG,train,G021545,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4066).JPG,train,G021546,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4067).JPG,train,G021547,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4069).JPG,train,G021549,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (407).JPG,train,G021550,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4070).JPG,train,G021551,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4071).JPG,train,G021552,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4072).JPG,train,G021553,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4073).JPG,train,G021554,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4074).JPG,train,G021555,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4076).JPG,train,G021557,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4078).JPG,train,G021559,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4079).JPG,train,G021560,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (408).JPG,train,G021561,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4080).JPG,train,G021562,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4081).JPG,train,G021563,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4082).JPG,train,G021564,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4084).JPG,train,G021566,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4086).JPG,train,G021568,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4087).JPG,train,G021569,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4089).JPG,train,G021571,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (409).JPG,train,G021572,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4090).JPG,train,G021573,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4091).JPG,train,G021574,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4092).JPG,train,G021575,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4093).JPG,train,G021576,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4094).JPG,train,G021577,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4095).JPG,train,G021578,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4096).JPG,train,G021579,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4097).JPG,train,G021580,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4098).JPG,train,G021581,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (41).JPG,train,G021583,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (410).JPG,train,G021584,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4100).JPG,train,G021585,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4101).JPG,train,G021586,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4102).JPG,train,G021587,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4103).JPG,train,G021588,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4104).JPG,train,G021589,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4105).JPG,train,G021590,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
/Users/rishisharma/Dhurandhar/Plant_leave_diseases_dataset_with_augmentation/Orange___Haunglongbing_(Citrus_greening)/image (4106).JPG,train,G021591,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening),Orange,Orange___Haunglongbing_(Citrus_greening)
